time_stamp,robot_x,robot_y,robot_yaw,selected_goal_x,selected_goal_y,final_goal_x,final_goal_y,linear_vel,angular_vel,actual_linear_vel,actual_angular_vel
16.257,2.71792,-0.0311876,-0.279047,0.55194,-0.269651,2.4195,-0.543651,0,0,0,0
16.281,2.71792,-0.0311874,-0.279047,0.55194,-0.269651,2.4195,-0.543651,0,0,0,0
16.32,2.71792,-0.0311876,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.341,2.71792,-0.0311876,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.38,2.71792,-0.0311875,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.422,2.71792,-0.0311876,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.44,2.71792,-0.0311876,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.479,2.71792,-0.0311875,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.521,2.71792,-0.0311874,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.536,2.71792,-0.0311875,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.566,2.71791,-0.0311866,-0.279047,0.57682,-0.200185,2.41815,-0.537095,0,0,0,0
16.596,2.71792,-0.0311874,-0.279047,0.576816,-0.200185,2.41814,-0.537095,0,0,0,0
16.611,2.71791,-0.0311868,-0.279047,0.579095,-0.164531,2.41909,-0.534516,0,0,0,0
16.656,2.71792,-0.0311873,-0.279047,0.579093,-0.164531,2.41909,-0.534516,0,0,0,0
16.674,2.71792,-0.0311875,-0.279047,0.579092,-0.164531,2.41909,-0.534516,0,0,0,0
16.701,2.71792,-0.0311877,-0.279047,0.579091,-0.164531,2.41909,-0.534516,0,0,0,0
16.731,2.71792,-0.0311871,-0.279047,0.579093,-0.164531,2.41909,-0.534516,0,0,0,0
16.749,2.71792,-0.0311874,-0.279047,0.579092,-0.164531,2.41909,-0.534516,0,0,0,0
16.776,2.71792,-0.0311875,-0.279047,0.579092,-0.164531,2.41909,-0.534516,0.169472,-0.368405,0,0
16.818,2.71792,-0.031187,-0.279047,0.579094,-0.164531,2.41909,-0.534516,0.219418,-0.47698,0.169472,-0.368405
16.854,2.71792,-0.0311874,-0.279047,0.579092,-0.164531,2.41909,-0.534516,0.279365,-0.607291,0.219418,-0.47698
16.881,2.7201,-0.0318208,-0.28134,0.562875,-0.158744,2.43274,-0.525954,0.31115,-0.646105,0.279365,-0.607291
16.92,2.72734,-0.0340043,-0.29533,0.54308,-0.146666,2.43229,-0.491888,0.322795,-0.657068,0.31115,-0.646105
16.956,2.73704,-0.03713,-0.317235,0.508893,-0.100639,2.45128,-0.364299,0.34399,-0.561425,0.322795,-0.657068
16.992,2.74306,-0.0391892,-0.33028,0.5038,-0.0939964,2.46439,-0.33371,0.332864,-0.571512,0.34399,-0.561425
17.013,2.7559,-0.0438725,-0.358442,0.507288,-0.0828226,2.47414,-0.263958,0.332045,-0.546469,0.332864,-0.571512
17.04,2.76276,-0.0465348,-0.372,0.51575,-0.0787067,2.47013,-0.230403,0.34486,-0.561425,0.332045,-0.546469
17.082,2.77659,-0.0521968,-0.397582,0.517463,-0.0680211,2.47518,-0.1656,0.380685,-0.570654,0.34486,-0.561425
17.1,2.78982,-0.0580037,-0.42235,0.519399,-0.0573445,2.47888,-0.101986,0.389469,-0.54881,0.380685,-0.570654
17.127,2.79648,-0.0610698,-0.43446,0.512725,-0.0510721,2.48726,-0.0687881,0.383333,-0.509806,0.389469,-0.54881
17.142,2.80358,-0.064442,-0.446451,0.520349,-0.0466234,2.48005,-0.0389808,0.387858,-0.525521,0.383333,-0.509806
17.193,2.81092,-0.0680377,-0.458178,0.512683,-0.0405417,2.48622,-0.00468776,0.381516,-0.469792,0.387858,-0.525521
17.223,2.8256,-0.0755377,-0.481315,0.511951,-0.0300391,2.48311,0.0582346,0.379343,-0.442886,0.381516,-0.469792
17.262,2.83379,-0.0799019,-0.494106,0.517983,-0.0245141,2.48672,0.0957399,0.382919,-0.44179,0.379343,-0.442886
17.28,2.84004,-0.0833324,-0.503951,0.76403,0.242221,2.41796,0.582404,0.59789,0.00700443,0.382919,-0.44179
17.307,2.85412,-0.0913209,-0.525128,0.829027,0.283093,2.40257,0.639495,0.467988,0.438286,0.59789,0.00700443
17.34,2.86106,-0.0953998,-0.534944,0.861367,0.303757,2.38813,0.663018,0.514582,0.283593,0.467988,0.438286
17.391,2.88264,-0.108483,-0.553811,0.93062,0.35058,2.37706,0.720613,0.565692,0.113905,0.514582,0.283593
17.4,2.89503,-0.115812,-0.540968,0.92065,0.338501,2.38543,0.696001,0.53782,0.20644,0.565692,0.113905
17.442,2.91361,-0.12649,-0.523504,0.919442,0.326349,2.38964,0.659972,0.546651,0.177121,0.53782,0.20644
17.46,2.9234,-0.131994,-0.516251,0.910557,0.319627,2.39716,0.647884,0.535793,0.213171,0.546651,0.177121
17.502,2.93334,-0.137528,-0.510047,0.915627,0.317824,2.40446,0.635923,0.544531,0.18416,0.535793,0.213171
17.541,2.95352,-0.148585,-0.499668,0.924882,0.315989,2.40254,0.614361,0.556846,0.143272,0.544531,0.18416
17.562,2.97365,-0.159409,-0.490281,0.933955,0.31503,2.41283,0.603874,0.568044,0.106095,0.556846,0.143272
17.601,2.98376,-0.164766,-0.485819,1.27683,0.581577,2.2654,1.01647,0.6,0,0.568044,0.106095
17.64,3.00592,-0.176346,-0.478161,1.29756,0.589722,2.2619,1.0051,0.6,0,0.6,0
17.661,3.01651,-0.181823,-0.475432,1.28724,0.586202,2.26651,1.00484,0.6,0,0.6,0
17.685,3.02608,-0.186763,-0.474249,1.30475,0.596491,2.27072,1.00806,0.6,0,0.6,0
17.7,3.03726,-0.192531,-0.47376,1.32005,0.607656,2.27244,1.01285,0.6,0,0.6,0
17.733,3.04849,-0.198324,-0.473876,1.33494,0.619612,2.25969,1.01314,0.6,0,0.6,0
17.76,3.07097,-0.209937,-0.474711,1.36429,0.644358,2.26113,1.02685,0.6,0,0.6,0
17.787,3.08223,-0.21575,-0.475132,1.37893,0.656752,2.26183,1.03371,0.6,0,0.6,0
17.805,3.09348,-0.221566,-0.475503,1.37981,0.663184,2.24877,1.03457,0.6,0,0.6,0
17.85,3.11599,-0.233193,-0.476043,1.38169,0.675771,2.25046,1.04761,0.6,0,0.6,0
17.886,3.12723,-0.239003,-0.476229,1.36891,0.676037,2.2514,1.05394,0.6,0,0.6,0
17.916,3.14969,-0.250602,-0.476476,1.37104,0.688213,2.23965,1.06041,0.6,0,0.6,0
17.922,3.1609,-0.256393,-0.476554,1.30112,0.75882,2.1962,1.14541,0.6,0,0.6,0
17.961,3.1721,-0.26218,-0.476611,1.3022,0.764935,2.19731,1.15146,0.6,0,0.6,0
18,3.1945,-0.273748,-0.476683,1.30441,0.777092,2.19958,1.16346,0.599517,0.00160407,0.6,0
18.039,3.20569,-0.279531,-0.476705,1.30553,0.783144,2.18696,1.16351,0.59328,0.0223092,0.599517,0.00160407
18.075,3.22969,-0.291928,-0.47672,1.29224,0.789179,2.18748,1.17539,0.560616,0.130759,0.59328,0.0223092
18.114,3.24047,-0.297494,-0.476726,1.29385,0.795199,2.18913,1.18133,0.563905,0.119838,0.560616,0.130759
18.162,3.26152,-0.308361,-0.47655,1.31155,0.812969,2.17943,1.18687,0.571899,0.0932976,0.563905,0.119838
18.195,3.29333,-0.324626,-0.470395,1.32021,0.818651,2.17768,1.17873,0.565901,0.113209,0.571899,0.0932976
18.222,3.31172,-0.333898,-0.465883,1.31714,0.818502,2.19009,1.18043,0.552353,0.158189,0.565901,0.113209
18.264,3.33291,-0.344424,-0.460425,1.3118,0.817024,2.18672,1.17415,0.536381,0.211218,0.552353,0.158189
18.3,3.34648,-0.351101,-0.457328,1.31309,0.81862,2.18912,1.17302,0.534335,0.218012,0.536381,0.211218
18.348,3.36739,-0.361296,-0.451357,1.31259,0.719156,2.23143,1.08769,0.6,0,0.534335,0.218012
18.387,3.38808,-0.371204,-0.444016,1.3367,0.726215,2.23031,1.077,0.6,0,0.6,0
18.42,3.41211,-0.382499,-0.435037,1.3446,0.725119,2.24118,1.06824,0.594966,0,0.6,0
18.444,3.42276,-0.387449,-0.43493,1.34693,0.730371,2.24344,1.07366,0.58344,0,0.594966,0
18.462,3.42276,-0.387449,-0.43493,1.34693,0.730371,2.24344,1.07366,0.58344,0,0.58344,0
18.495,3.45466,-0.402378,-0.435644,1.33917,0.742207,2.23514,1.08686,0.576603,0,0.58344,0
18.522,3.47684,-0.412741,-0.435827,1.34255,0.753267,2.22426,1.09318,0.563994,0,0.576603,0
18.543,3.47684,-0.412741,-0.435827,1.34255,0.753267,2.22426,1.09318,0.565048,0,0.563994,0
18.582,3.48817,-0.418074,-0.43678,1.3433,0.759986,2.22222,1.10494,0.565048,0,0.565048,0
18.633,3.51009,-0.42834,-0.437278,1.33271,0.766073,2.22051,1.12528,0.551895,0.0297216,0.565048,0
18.66,3.53163,-0.43843,-0.437578,1.33466,0.680535,2.11143,1.27229,0.546438,0,0.551895,0.0297216
18.699,3.55309,-0.448477,-0.437742,1.32473,0.686472,2.10493,1.31134,0.528184,0,0.546438,0
18.72,3.56365,-0.453418,-0.437539,1.34092,0.697711,2.09354,1.31091,0.519888,0,0.528184,0
18.747,3.58445,-0.463145,-0.437233,1.33496,0.698211,2.08707,1.31204,0.502486,0,0.519888,0
18.78,3.59459,-0.467885,-0.437197,1.32379,0.698164,2.10396,1.32264,0.487975,0,0.502486,0
18.795,3.61434,-0.477116,-0.437211,1.3434,0.715784,2.08215,1.32267,0.487975,0,0.487975,0
18.84,3.6239,-0.481587,-0.437232,1.33283,0.715812,2.0996,1.33338,0.47344,0,0.487975,0
18.864,3.6425,-0.490281,-0.43727,1.32591,0.7221,2.07902,1.33346,0.463459,0,0.47344,0
18.885,3.65316,-0.495263,-0.437284,1.34165,0.734092,2.09528,1.34416,0.446655,0,0.463459,0
18.927,3.66218,-0.499479,-0.437292,1.33168,0.734104,2.08531,1.34418,0.442785,2.17614e-16,0.446655,0
18.96,3.66962,-0.502958,-0.437297,1.33423,0.744554,2.07709,1.34419,0.42671,0,0.442785,2.17614e-16
18.999,3.68666,-0.510921,-0.437308,1.4187,0.0412963,2.47554,0.184301,0.422473,-1.03816e-16,0.42671,0
19.044,3.71117,-0.522382,-0.437322,1.45147,0.0451706,2.47571,0.196924,0.413059,-1.01502e-16,0.422473,-1.03816e-16
19.062,3.71962,-0.526332,-0.43731,1.45714,0.0447106,2.4776,0.206856,0.408065,-0.0116868,0.413059,-1.01502e-16
19.092,3.72763,-0.530074,-0.437309,1.47814,0.0416172,2.46876,0.206853,0.395019,-0.0125024,0.408065,-0.0116868
19.122,3.73561,-0.533803,-0.437308,1.46933,0.0416143,2.47254,0.215004,0.377149,-0.0129265,0.395019,-0.0125024
19.158,3.75113,-0.541063,-0.437623,1.49712,0.0396629,2.46778,0.224163,0.357958,-0.0171269,0.377149,-0.0129265
19.185,3.76217,-0.546234,-0.437991,1.5149,0.0395202,2.46791,0.233504,0.35309,-0.00700244,0.357958,-0.0171269
19.221,3.77341,-0.551501,-0.438483,1.51803,0.0313433,2.4763,0.246922,0.33733,-0.0388467,0.35309,-0.00700244
19.266,3.78744,-0.558089,-0.439122,1.50837,0.027027,2.47591,0.256563,0.318886,-0.0477811,0.33733,-0.0388467
19.299,3.80189,-0.564882,-0.439636,1.50725,0.0298495,2.47115,0.267655,0.289219,-0.032937,0.318886,-0.0477811
19.338,3.81366,-0.570428,-0.440748,0.374079,1.56928,1.16776,2.19189,0,1.99203,0.289219,-0.032937
19.368,3.81468,-0.570908,-0.440853,0.372789,1.56932,1.1664,2.19201,0.146107,1.50695,0,1.99203
19.404,3.82579,-0.57617,-0.442766,0.385396,1.63955,1.16478,2.19618,0,1.99203,0.146107,1.50695
19.44,3.83342,-0.579787,-0.441425,0.392214,1.66603,1.15929,2.19463,0,1.99203,0,1.99203
19.47,3.83797,-0.581755,-0.413876,0.432995,1.65457,1.22929,2.16299,0.118282,1.59933,0,1.99203
19.5,3.83875,-0.582037,-0.39173,0.454313,1.61823,1.27606,2.1352,0,1.99203,0.118282,1.59933
19.521,3.84044,-0.582523,-0.333664,0.545712,1.58905,1.39607,2.05746,0,1.99203,0,1.99203
19.542,3.83981,-0.582198,-0.320161,0.559972,1.56864,1.42443,2.03831,0.0867639,1.70397,0,1.99203
19.581,3.84016,-0.582263,-0.296205,0.590194,1.54138,1.47249,2.00356,0,1.99203,0.0867639,1.70397
19.62,3.83981,-0.582088,-0.249799,0.652662,1.5001,1.56423,1.93302,0,1.99203,0,1.99203
19.641,3.84141,-0.58241,-0.199538,0.725563,1.46541,1.65773,1.85199,0.0750789,1.74277,0,1.99203
19.68,3.84107,-0.582324,-0.183798,1.3279,-0.481087,2.47147,-0.240331,0.377147,-0.739884,0.0750789,1.74277
19.722,3.84194,-0.582431,-0.140872,1.29363,-0.550684,2.46138,-0.368611,0.0863471,-1.70535,0.377147,-0.739884
19.749,3.84903,-0.583266,-0.102492,1.30782,-0.61717,2.43886,-0.467986,0.196517,-1.33958,0.0863471,-1.70535
19.782,3.84938,-0.583302,-0.100399,1.30618,-0.619906,2.43752,-0.473091,0.176222,-1.40696,0.196517,-1.33958
19.8,3.86057,-0.584536,-0.0959804,1.30693,-0.628236,2.43856,-0.47952,0,0,0.176222,-1.40696
19.821,3.86321,-0.584855,-0.110379,1.31318,-0.609327,2.44256,-0.444333,0,0,0,0
19.854,3.86659,-0.585361,-0.132821,1.33803,-0.581105,2.44849,-0.389357,0,0,0,0
19.887,3.87017,-0.585971,-0.158564,1.34891,-0.546434,2.46817,-0.321032,0,0,0,0
19.902,3.87201,-0.586331,-0.190593,1.36385,-0.50295,2.47531,-0.241821,0,0,0,0
19.944,3.87204,-0.586351,-0.19196,1.3645,-0.501071,2.47561,-0.238422,0,0,0,0
19.968,3.87211,-0.586376,-0.192365,1.36462,-0.50051,2.47562,-0.237412,0,0,0,0
20.001,3.87301,-0.586551,-0.192542,1.38371,-0.466424,2.30298,0.727993,0,0,0,0
20.031,3.87155,-0.586267,-0.192633,1.38524,-0.466298,2.3044,0.728201,0,0,0,0
20.049,3.87136,-0.58623,-0.192663,1.38545,-0.466256,2.30457,0.728272,0,0,0,0
20.082,3.87115,-0.58619,-0.192678,1.38566,-0.466235,2.30477,0.728306,0,0,0,0
20.1,3.87089,-0.586139,-0.192681,1.38593,-0.466231,2.30504,0.728313,0,0,0,0
20.13,3.87083,-0.586126,-0.192681,1.386,-0.466231,2.3051,0.728314,0,0,0,0
20.142,3.8708,-0.586122,-0.192682,1.38602,-0.46623,2.30512,0.728314,0,0,0,0
20.202,3.87078,-0.586116,-0.192682,1.38605,-0.46623,2.30515,0.728314,0,0,0,0
20.232,3.87075,-0.586112,-0.192682,1.38607,-0.46623,2.30518,0.728314,0,0,0,0
20.265,3.87072,-0.586106,-0.192682,1.3861,-0.46623,2.30521,0.728314,0,0,0,0
20.28,3.87072,-0.586105,-0.192682,1.38611,-0.46623,2.30521,0.728314,0,0,0,0
20.307,3.87072,-0.586105,-0.192682,1.38611,-0.46623,2.30521,0.728315,0,0,0,0
20.346,3.87072,-0.586105,-0.192682,1.29082,-0.461584,2.30521,0.728315,0,0,0,0
20.382,3.87071,-0.586104,-0.192682,1.28892,-0.460877,2.30308,0.729219,0.228831,-1.2323,0,0
20.4,3.87071,-0.586104,-0.192682,1.28892,-0.460877,2.30308,0.729219,0.224895,-1.24537,0.228831,-1.2323
20.427,3.87071,-0.586105,-0.192682,1.28892,-0.460877,2.30308,0.729219,0.225314,-1.24398,0.224895,-1.24537
20.457,3.87376,-0.586714,-0.195889,1.30104,-0.450743,2.29763,0.736607,0.233773,-1.21589,0.225314,-1.24398
20.481,3.87811,-0.587637,-0.207494,1.31576,-0.4303,2.28448,0.763229,0.247354,-1.1708,0.233773,-1.21589
20.526,3.88733,-0.589862,-0.248935,1.34965,-0.361836,2.24141,0.857101,0.292199,-1.02191,0.247354,-1.1708
20.562,3.89284,-0.591377,-0.277389,1.35368,-0.323344,2.2104,0.920469,0.289694,-1.03023,0.292199,-1.02191
20.595,3.90856,-0.59651,-0.343963,1.37676,-0.213238,2.12366,1.06744,0.356313,-0.809055,0.289694,-1.03023
20.619,3.90856,-0.59651,-0.343963,1.37676,-0.213238,2.12366,1.06744,0.33311,-0.886089,0.356313,-0.809055
20.652,3.92439,-0.602685,-0.403677,1.36566,-0.0979409,1.99926,1.21218,0.439172,-0.533956,0.33311,-0.886089
20.676,3.92439,-0.602685,-0.403677,1.16018,-0.15471,1.99926,1.21218,0.333702,-0.884123,0.439172,-0.533956
20.709,3.93216,-0.606197,-0.426856,1.17605,-0.1065,1.9621,1.25817,0.396925,-0.67422,0.333702,-0.884123
20.736,3.94641,-0.613008,-0.459745,1.19224,-0.0336789,1.90387,1.32179,0.46737,-0.440338,0.396925,-0.67422
20.763,3.95461,-0.617126,-0.471144,1.20264,0.00283824,1.8795,1.34335,0.516142,-0.278412,0.46737,-0.440338
20.796,3.9689,-0.624677,-0.499585,1.20329,0.0612659,1.82438,1.39604,0.6,-1.4744e-16,0.516142,-0.278412
20.841,3.97704,-0.629206,-0.511662,1.20253,0.0874666,1.79807,1.41793,0.6,0,0.6,-1.4744e-16
20.886,4.00522,-0.645485,-0.533152,1.21077,0.17441,1.73465,1.45594,0.6,0,0.6,0
20.922,4.02717,-0.65832,-0.534227,1.20939,0.213483,1.70766,1.45767,0.6,0,0.6,0
20.949,4.04929,-0.671232,-0.53257,1.21413,0.263325,1.68446,1.45473,0.6,0,0.6,0
20.988,4.06036,-0.677687,-0.53168,1.20875,0.275361,1.67294,1.45319,0.6,0,0.6,0
21.024,4.0825,-0.690601,-0.530265,1.20553,0.312827,1.64936,1.45076,0.6,0,0.6,0
21.045,4.09355,-0.697046,-0.529756,1.07162,0.250106,1.63731,1.4499,0.6,0,0.6,0
21.093,4.11555,-0.709882,-0.529069,1.06644,0.289594,1.61283,1.44875,0.6,0,0.6,0
21.141,4.13742,-0.722642,-0.528683,1.06787,0.342933,1.58807,1.44811,0.6,0,0.6,0
21.162,4.15922,-0.735363,-0.528478,1.06906,0.396607,1.56313,1.44778,0.6,0,0.6,0
21.192,4.17011,-0.741719,-0.528416,1.05647,0.396539,1.5506,1.44768,0.6,0,0.6,0
21.234,4.181,-0.748074,-0.528372,1.05046,0.409969,1.53806,1.44761,0.6,0,0.6,0
21.294,4.20278,-0.760783,-0.52832,1.04494,0.450385,1.51292,1.44753,0.555012,0.149362,0.6,0
21.321,4.23544,-0.779844,-0.528287,1.03331,0.504342,1.47515,1.44748,0.479311,0.400694,0.555012,0.149362
21.345,4.25721,-0.792547,-0.528279,1.02115,0.531347,1.44996,1.44747,0.455669,0.479188,0.479311,0.400694
21.366,4.26757,-0.798576,-0.527076,1.01636,0.543608,1.43971,1.44572,0.446267,0.510403,0.455669,0.479188
21.402,4.2783,-0.804751,-0.521669,1.00691,0.538109,1.43513,1.43792,0.438258,0.536992,0.446267,0.510403
21.42,4.29364,-0.81325,-0.502678,1.0942,0.791971,1.44464,1.41047,0.303497,0.984407,0.438258,0.536992
21.441,4.29504,-0.814024,-0.501287,1.09369,0.79045,1.445,1.40846,0.355411,0.812047,0.303497,0.984407
21.483,4.30183,-0.81762,-0.490485,1.09448,0.778565,1.45244,1.39274,0.340135,0.862764,0.355411,0.812047
21.504,4.3165,-0.825095,-0.463001,1.11524,0.773555,1.47371,1.35244,0.34215,0.856076,0.340135,0.862764
21.525,4.32301,-0.828174,-0.445549,1.12136,0.753948,1.48988,1.32649,0.34679,0.84067,0.34215,0.856076
21.567,4.32951,-0.831102,-0.426562,1.13692,0.744816,1.50767,1.29794,0.349975,0.830097,0.34679,0.84067
21.6,4.34233,-0.836464,-0.386683,1.15181,0.699028,1.54432,1.23693,0.362273,0.769783,0.349975,0.830097
21.636,4.35559,-0.841478,-0.3495,1.1818,0.679138,1.57506,1.17884,0.321056,0.653765,0.362273,0.769783
21.66,4.36237,-0.843851,-0.331834,1.19612,0.669629,1.58845,1.15086,0.278435,0.55943,0.321056,0.653765
21.702,4.37942,-0.849293,-0.291408,1.22535,0.643018,1.63262,1.09162,0.250228,0.460282,0.278435,0.55943
21.723,4.38892,-0.852001,-0.269603,1.24031,0.627448,1.64703,1.0561,0.291692,0.528673,0.250228,0.460282
21.753,4.39459,-0.85353,-0.25744,1.44551,-0.218831,1.65388,1.03603,0.224914,-0.412325,0.291692,0.528673
21.813,4.40021,-0.854978,-0.245973,1.4371,-0.235357,1.65985,1.01703,0.18213,-0.261744,0.224914,-0.412325
21.84,4.41705,-0.858955,-0.219697,1.45771,-0.26676,1.6687,0.973278,0,0,0.18213,-0.261744
21.882,4.42167,-0.860026,-0.22378,1.45405,-0.260786,1.65997,0.980103,0.126547,-0.189929,0,0
21.915,4.42831,-0.861663,-0.240043,1.48093,-0.232673,1.63697,1.00698,0.441481,-0.526292,0.126547,-0.189929
21.942,4.42952,-0.861979,-0.245674,1.48097,-0.224318,1.63003,1.01619,0.438206,-0.537163,0.441481,-0.526292
21.96,4.43108,-0.862398,-0.247261,1.4797,-0.221945,1.62679,1.0188,0.112035,-0.136031,0.438206,-0.537163
21.981,4.43741,-0.864054,-0.252263,1.47426,-0.214515,1.61514,1.02695,0.145844,-0.17336,0.112035,-0.136031
22.026,4.44961,-0.867341,-0.26142,1.46352,-0.200986,1.59302,1.04172,0.446077,-0.511034,0.145844,-0.17336
22.05,4.45348,-0.868478,-0.271855,1.49106,-0.18051,1.57803,1.05834,0.478961,-0.401856,0.446077,-0.511034
22.086,4.45928,-0.870168,-0.282511,1.48686,-0.164603,1.56063,1.0751,0.486398,-0.377163,0.478961,-0.401856
22.128,4.46606,-0.872203,-0.289067,1.42285,-0.152226,1.54647,1.08533,0.502852,-0.322536,0.486398,-0.377163
22.161,4.48471,-0.878039,-0.304327,1.4429,-0.105613,1.51018,1.10878,0.595649,-0.0144449,0.502852,-0.322536
22.197,4.50483,-0.884685,-0.321087,1.42329,-0.0814563,1.4702,1.13389,0.6,-1.4744e-16,0.595649,-0.0144449
22.218,4.51494,-0.888153,-0.328989,1.43769,-0.0529109,1.45051,1.14549,0.6,0,0.6,-1.4744e-16
22.26,4.52741,-0.892492,-0.334643,1.44441,-0.034847,1.44224,1.14529,0.6,0,0.6,0
22.281,4.55036,-0.900512,-0.337887,1.44333,-0.0117428,1.4148,1.14951,0.6,0,0.6,0
22.32,4.57286,-0.908397,-0.338908,1.4195,-0.0103142,1.38978,1.1509,0.6,0,0.6,0
22.35,4.58707,-0.913329,-0.33758,1.4268,0.00773867,1.37627,1.14901,0.6,0,0.6,0
22.38,4.59918,-0.917552,-0.337191,1.42475,0.0176034,1.3639,1.14845,0.6,0,0.6,0
22.425,4.62327,-0.925952,-0.336549,1.42038,0.0379484,1.33912,1.14755,0.6,0,0.6,0
22.473,4.6557,-0.937265,-0.336133,1.26001,0.0916908,1.30525,1.14697,0.6,0,0.6,0
22.494,4.67117,-0.942652,-0.335868,1.26165,0.132538,1.28918,1.14662,0.6,0,0.6,0
22.533,4.68308,-0.946808,-0.33579,1.26136,0.159691,1.27665,1.14651,0.6,0,0.6,0
22.566,4.71199,-0.95689,-0.335692,1.2482,0.200994,1.24614,1.14638,0.6,0,0.6,0
22.605,4.73069,-0.963411,-0.335642,1.24048,0.228319,1.2264,1.14632,0.6,0,0.6,0
22.626,4.75448,-0.97171,-0.335617,1.22702,0.271566,1.20122,1.14629,0.6,0,0.6,0
22.68,4.76638,-0.97586,-0.33561,1.22837,0.258873,1.2037,1.14837,0.6,0,0.6,0
22.704,4.79188,-0.984753,-0.335602,1.21097,0.288796,1.18026,1.14885,0.6,0,0.6,0
22.74,4.80208,-0.98831,-0.3356,1.20535,0.302869,1.16946,1.14885,0.6,0,0.6,0
22.782,4.82587,-0.996609,-0.335597,1.18562,0.332309,1.14426,1.14885,0.6,0,0.6,0
22.803,4.84967,-1.00491,-0.335596,1.05896,1.03625,1.11906,1.14885,0,1.99203,0.6,0
22.839,4.86156,-1.00906,-0.335596,1.05399,1.04916,1.10646,1.14885,0.225158,1.24449,0,1.99203
22.854,4.87346,-1.01321,-0.335596,1.04139,1.04916,1.09386,1.14885,0.0891355,1.6961,0.225158,1.24449
22.911,4.89194,-1.01962,-0.332384,1.03287,1.05874,1.07799,1.14536,0.114432,1.61211,0.0891355,1.6961
22.941,4.90118,-1.02251,-0.307555,1.06511,1.05813,1.0964,1.1182,0.126774,1.57113,0.114432,1.61211
22.968,4.90537,-1.02353,-0.268753,1.10105,1.01588,1.13465,1.07469,0.129734,1.56131,0.126774,1.57113
23.001,4.90713,-1.02385,-0.246523,1.12157,0.991038,1.15647,1.04909,0.129725,1.56134,0.129734,1.56131
23.028,4.9091,-1.02418,-0.222906,1.14267,0.964163,1.17893,1.02137,0.137708,1.53483,0.129725,1.56134
23.061,4.9145,-1.025,-0.16745,1.18889,0.899251,1.22827,0.954365,0.154052,1.48057,0.137708,1.53483
23.082,4.9182,-1.02536,-0.119764,1.23689,0.852467,1.26865,0.894646,0.155549,1.4756,0.154052,1.48057
23.121,4.92033,-1.02555,-0.0990184,1.25217,0.826603,1.28479,0.868114,0.157135,1.47033,0.155549,1.4756
23.136,4.92642,-1.02597,-0.0540345,1.27111,0.759208,1.31643,0.809556,0.177844,1.40158,0.157135,1.47033
23.16,4.92642,-1.02597,-0.0540345,1.27111,0.759208,1.31643,0.809556,0.162991,1.45089,0.177844,1.40158
23.196,4.93322,-1.02618,-0.010787,1.31858,0.723361,1.3434,0.752018,0.173748,1.41518,0.162991,1.45089
23.22,4.93322,-1.02618,-0.010787,1.31858,0.723361,1.3434,0.752018,0.168295,1.43328,0.173748,1.41518
23.241,4.93693,-1.02618,0.0103363,1.32985,0.69539,1.35527,0.723516,0.179105,1.39739,0.168295,1.43328
23.286,4.94413,-1.02596,0.0528078,1.35098,0.638458,1.37757,0.665481,0.191355,1.35672,0.179105,1.39739
23.307,4.95154,-1.02542,0.0950628,1.36932,0.580985,1.39702,0.60686,0.200314,1.32698,0.191355,1.35672
23.349,4.95532,-1.02502,0.116115,1.37745,0.552076,1.40569,0.577362,0.201973,1.32147,0.200314,1.32698
23.385,4.963,-1.02397,0.158143,1.42096,0.517961,1.42096,0.517961,0.202493,1.31974,0.201973,1.32147
23.415,4.97105,-1.02252,0.199957,1.42781,0.410256,1.45819,0.432925,0.273803,1.08299,0.202493,1.31974
23.442,4.97519,-1.02164,0.220868,1.43184,0.38036,1.46269,0.40239,0.253141,1.15159,0.273803,1.08299
23.475,4.98348,-1.01961,0.262867,1.46976,0.340814,1.46976,0.340814,0.263072,1.11862,0.253141,1.15159
23.517,4.98918,-1.01801,0.285799,1.47127,0.307094,1.47127,0.307094,0.273533,1.08389,0.263072,1.11862
23.541,4.9988,-1.015,0.323796,1.4718,0.251191,1.4718,0.251191,0.29221,1.02188,0.273533,1.08389
23.601,5.00927,-1.01125,0.365657,1.46991,0.189618,1.46991,0.189618,0.31159,0.957536,0.29221,1.02188
23.637,5.02017,-1.0068,0.407461,1.46477,0.12826,1.46477,0.12826,0.332062,0.889567,0.31159,0.957536
23.664,5.02989,-1.00244,0.444662,1.45788,0.0739306,1.45788,0.0739306,0.350859,0.827162,0.332062,0.889567
23.682,5.03726,-0.998765,0.469209,1.45102,0.0381824,1.45102,0.0381824,0.365461,0.778682,0.350859,0.827162
23.7,5.04336,-0.99559,0.488088,1.4446,0.0108395,1.4446,0.0108395,0.379688,0.731449,0.365461,0.778682
23.73,5.04953,-0.992229,0.506355,1.43753,-0.0154938,1.43753,-0.0154938,0.394207,0.683242,0.379688,0.731449
